path,offset,duration,recording_id,snippet_id
/home/jasonhideki/songscape/www/recordings/recordings/1506150945580744016009.wav,960,60,1,17
/home/jasonhideki/songscape/www/recordings/recordings/1506150945580744016009.wav,1020,60,1,18
/home/jasonhideki/songscape/www/recordings/recordings/1506150945580744016009.wav,1860,60,1,32
/home/jasonhideki/songscape/www/recordings/recordings/1506150945580744016009.wav,2580,60,1,44
/home/jasonhideki/songscape/www/recordings/recordings/1506150945580744016009.wav,3360,60,1,57
/home/jasonhideki/songscape/www/recordings/recordings/0204150845580324016018.wav,600,60,2,71
/home/jasonhideki/songscape/www/recordings/recordings/0204150845580324016018.wav,660,60,2,72
/home/jasonhideki/songscape/www/recordings/recordings/0204150845580324016018.wav,1980,60,2,94
/home/jasonhideki/songscape/www/recordings/recordings/0204150845580324016018.wav,2520,60,2,103
/home/jasonhideki/songscape/www/recordings/recordings/0204150845580324016018.wav,2880,60,2,109
/home/jasonhideki/songscape/www/recordings/recordings/1806150946580830016016.wav,420,60,3,128
/home/jasonhideki/songscape/www/recordings/recordings/1806150946580830016016.wav,1800,60,3,151
/home/jasonhideki/songscape/www/recordings/recordings/1806150946580830016016.wav,2940,60,3,170
/home/jasonhideki/songscape/www/recordings/recordings/1806150946580830016016.wav,3240,60,3,175
/home/jasonhideki/songscape/www/recordings/recordings/1806150946580830016016.wav,3480,60,3,179
/home/jasonhideki/songscape/www/recordings/recordings/2409150810000830016122.wav,120,60,4,183
/home/jasonhideki/songscape/www/recordings/recordings/2409150810000830016122.wav,720,60,4,193
/home/jasonhideki/songscape/www/recordings/recordings/2409150810000830016122.wav,1080,60,4,199
/home/jasonhideki/songscape/www/recordings/recordings/2409150810000830016122.wav,2880,60,4,229
/home/jasonhideki/songscape/www/recordings/recordings/2409150810000830016122.wav,3120,60,4,233
/home/jasonhideki/songscape/www/recordings/recordings/2906150949001675016011.wav,60,60,5,242
/home/jasonhideki/songscape/www/recordings/recordings/2906150949001675016011.wav,720,60,5,253
/home/jasonhideki/songscape/www/recordings/recordings/2906150949001675016011.wav,2040,60,5,275
/home/jasonhideki/songscape/www/recordings/recordings/2906150949001675016011.wav,2160,60,5,277
/home/jasonhideki/songscape/www/recordings/recordings/2906150949001675016011.wav,2880,60,5,289
/home/jasonhideki/songscape/www/recordings/recordings/2409150809580744016121.wav,420,60,6,308
/home/jasonhideki/songscape/www/recordings/recordings/2409150809580744016121.wav,600,60,6,311
/home/jasonhideki/songscape/www/recordings/recordings/2409150809580744016121.wav,2880,60,6,349
/home/jasonhideki/songscape/www/recordings/recordings/2409150809580744016121.wav,2940,60,6,350
/home/jasonhideki/songscape/www/recordings/recordings/2409150809580744016121.wav,3000,60,6,351
/home/jasonhideki/songscape/www/recordings/recordings/0104150736580220016335.wav,1200,60,7,381
/home/jasonhideki/songscape/www/recordings/recordings/0104150736580220016335.wav,2580,60,7,404
/home/jasonhideki/songscape/www/recordings/recordings/0104150736580220016335.wav,3180,60,7,414
/home/jasonhideki/songscape/www/recordings/recordings/0104150736580220016335.wav,3300,60,7,416
/home/jasonhideki/songscape/www/recordings/recordings/0104150736580220016335.wav,3540,60,7,420
/home/jasonhideki/songscape/www/recordings/recordings/2803150732580220016335.wav,660,60,8,432
/home/jasonhideki/songscape/www/recordings/recordings/2803150732580220016335.wav,900,60,8,436
/home/jasonhideki/songscape/www/recordings/recordings/2803150732580220016335.wav,1680,60,8,449
/home/jasonhideki/songscape/www/recordings/recordings/2803150732580220016335.wav,2220,60,8,458
/home/jasonhideki/songscape/www/recordings/recordings/2803150732580220016335.wav,2940,60,8,470
/home/jasonhideki/songscape/www/recordings/recordings/2903150841580324016018.wav,180,60,9,484
/home/jasonhideki/songscape/www/recordings/recordings/2903150841580324016018.wav,600,60,9,491
/home/jasonhideki/songscape/www/recordings/recordings/2903150841580324016018.wav,2520,60,9,523
/home/jasonhideki/songscape/www/recordings/recordings/2903150841580324016018.wav,2820,60,9,528
/home/jasonhideki/songscape/www/recordings/recordings/2903150841580324016018.wav,3480,60,9,539
/home/jasonhideki/songscape/www/recordings/recordings/2906150949000744016009.wav,1380,60,10,564
/home/jasonhideki/songscape/www/recordings/recordings/2906150949000744016009.wav,1920,60,10,573
/home/jasonhideki/songscape/www/recordings/recordings/2906150949000744016009.wav,1980,60,10,574
/home/jasonhideki/songscape/www/recordings/recordings/2906150949000744016009.wav,2400,60,10,581
/home/jasonhideki/songscape/www/recordings/recordings/2906150949000744016009.wav,3540,60,10,600
/home/jasonhideki/songscape/www/recordings/recordings/2703150730580220016335.wav,120,60,11,603
/home/jasonhideki/songscape/www/recordings/recordings/2703150730580220016335.wav,420,60,11,608
/home/jasonhideki/songscape/www/recordings/recordings/2703150730580220016335.wav,2220,60,11,638
/home/jasonhideki/songscape/www/recordings/recordings/2703150730580220016335.wav,3060,60,11,652
/home/jasonhideki/songscape/www/recordings/recordings/2703150730580220016335.wav,3420,60,11,658
/home/jasonhideki/songscape/www/recordings/recordings/2509150807580744016121.wav,60,60,12,662
/home/jasonhideki/songscape/www/recordings/recordings/2509150807580744016121.wav,540,60,12,670
/home/jasonhideki/songscape/www/recordings/recordings/2509150807580744016121.wav,1020,60,12,678
/home/jasonhideki/songscape/www/recordings/recordings/2509150807580744016121.wav,2040,60,12,695
/home/jasonhideki/songscape/www/recordings/recordings/2509150807580744016121.wav,2820,60,12,708
/home/jasonhideki/songscape/www/recordings/recordings/2609150805580744016121.wav,120,60,13,723
/home/jasonhideki/songscape/www/recordings/recordings/2609150805580744016121.wav,720,60,13,733
/home/jasonhideki/songscape/www/recordings/recordings/2609150805580744016121.wav,900,60,13,736
/home/jasonhideki/songscape/www/recordings/recordings/2609150805580744016121.wav,3060,60,13,772
/home/jasonhideki/songscape/www/recordings/recordings/2609150805580744016121.wav,3180,60,13,774
/home/jasonhideki/songscape/www/recordings/recordings/0404150739580220016335.wav,780,60,14,794
/home/jasonhideki/songscape/www/recordings/recordings/0404150739580220016335.wav,900,60,14,796
/home/jasonhideki/songscape/www/recordings/recordings/0404150739580220016335.wav,1020,60,14,798
/home/jasonhideki/songscape/www/recordings/recordings/0404150739580220016335.wav,3120,60,14,833
/home/jasonhideki/songscape/www/recordings/recordings/0404150739580220016335.wav,3360,60,14,837
/home/jasonhideki/songscape/www/recordings/recordings/0104150844580324016018.wav,420,60,15,848
/home/jasonhideki/songscape/www/recordings/recordings/0104150844580324016018.wav,540,60,15,850
/home/jasonhideki/songscape/www/recordings/recordings/0104150844580324016018.wav,2460,60,15,882
/home/jasonhideki/songscape/www/recordings/recordings/0104150844580324016018.wav,2520,60,15,883
/home/jasonhideki/songscape/www/recordings/recordings/0104150844580324016018.wav,2880,60,15,889
/home/jasonhideki/songscape/www/recordings/recordings/2306150947581675016011.wav,60,60,16,902
/home/jasonhideki/songscape/www/recordings/recordings/2306150947581675016011.wav,180,60,16,904
/home/jasonhideki/songscape/www/recordings/recordings/2306150947581675016011.wav,840,60,16,915
/home/jasonhideki/songscape/www/recordings/recordings/2306150947581675016011.wav,1200,60,16,921
/home/jasonhideki/songscape/www/recordings/recordings/2306150947581675016011.wav,3420,60,16,958
/home/jasonhideki/songscape/www/recordings/recordings/1709150821580744016121.wav,180,60,17,964
/home/jasonhideki/songscape/www/recordings/recordings/1709150821580744016121.wav,1860,60,17,992
/home/jasonhideki/songscape/www/recordings/recordings/1709150821580744016121.wav,2280,60,17,999
/home/jasonhideki/songscape/www/recordings/recordings/1709150821580744016121.wav,2760,60,17,1007
/home/jasonhideki/songscape/www/recordings/recordings/1709150821580744016121.wav,2940,60,17,1010
/home/jasonhideki/songscape/www/recordings/recordings/1806150946581675016011.wav,660,60,18,1032
/home/jasonhideki/songscape/www/recordings/recordings/1806150946581675016011.wav,1320,60,18,1043
/home/jasonhideki/songscape/www/recordings/recordings/1806150946581675016011.wav,1560,60,18,1047
/home/jasonhideki/songscape/www/recordings/recordings/1806150946581675016011.wav,3180,60,18,1074
/home/jasonhideki/songscape/www/recordings/recordings/1806150946581675016011.wav,3420,60,18,1078
/home/jasonhideki/songscape/www/recordings/recordings/2609150805580830016122.wav,720,60,19,1093
/home/jasonhideki/songscape/www/recordings/recordings/2609150805580830016122.wav,960,60,19,1097
/home/jasonhideki/songscape/www/recordings/recordings/2609150805580830016122.wav,1020,60,19,1098
/home/jasonhideki/songscape/www/recordings/recordings/2609150805580830016122.wav,1440,60,19,1105
/home/jasonhideki/songscape/www/recordings/recordings/2609150805580830016122.wav,2820,60,19,1128
/home/jasonhideki/songscape/www/recordings/recordings/2803150840580324016018.wav,360,60,20,1147
/home/jasonhideki/songscape/www/recordings/recordings/2803150840580324016018.wav,420,60,20,1148
/home/jasonhideki/songscape/www/recordings/recordings/2803150840580324016018.wav,660,60,20,1152
/home/jasonhideki/songscape/www/recordings/recordings/2803150840580324016018.wav,1860,60,20,1172
/home/jasonhideki/songscape/www/recordings/recordings/2803150840580324016018.wav,2520,60,20,1183
/home/jasonhideki/songscape/www/recordings/recordings/2906150949000830016016.wav,300,60,21,1206
/home/jasonhideki/songscape/www/recordings/recordings/2906150949000830016016.wav,480,60,21,1209
/home/jasonhideki/songscape/www/recordings/recordings/2906150949000830016016.wav,540,60,21,1210
/home/jasonhideki/songscape/www/recordings/recordings/2906150949000830016016.wav,600,60,21,1211
/home/jasonhideki/songscape/www/recordings/recordings/2906150949000830016016.wav,1320,60,21,1223
/home/jasonhideki/songscape/www/recordings/recordings/1806150946580744016009.wav,180,60,22,1264
/home/jasonhideki/songscape/www/recordings/recordings/1806150946580744016009.wav,660,60,22,1272
/home/jasonhideki/songscape/www/recordings/recordings/1806150946580744016009.wav,2580,60,22,1304
/home/jasonhideki/songscape/www/recordings/recordings/1806150946580744016009.wav,3180,60,22,1314
/home/jasonhideki/songscape/www/recordings/recordings/1806150946580744016009.wav,3300,60,22,1316
/home/jasonhideki/songscape/www/recordings/recordings/0704150742580220016335.wav,300,60,23,1326
/home/jasonhideki/songscape/www/recordings/recordings/0704150742580220016335.wav,480,60,23,1329
/home/jasonhideki/songscape/www/recordings/recordings/0704150742580220016335.wav,1980,60,23,1354
/home/jasonhideki/songscape/www/recordings/recordings/0704150742580220016335.wav,2760,60,23,1367
/home/jasonhideki/songscape/www/recordings/recordings/0704150742580220016335.wav,2820,60,23,1368
/home/jasonhideki/songscape/www/recordings/recordings/0704150850580324016018.wav,540,60,24,1390
/home/jasonhideki/songscape/www/recordings/recordings/0704150850580324016018.wav,1740,60,24,1410
/home/jasonhideki/songscape/www/recordings/recordings/0704150850580324016018.wav,2040,60,24,1415
/home/jasonhideki/songscape/www/recordings/recordings/0704150850580324016018.wav,2160,60,24,1417
/home/jasonhideki/songscape/www/recordings/recordings/0704150850580324016018.wav,2640,60,24,1425
/home/jasonhideki/songscape/www/recordings/recordings/2206150947580830016016.wav,300,60,25,1446
/home/jasonhideki/songscape/www/recordings/recordings/2206150947580830016016.wav,660,60,25,1452
/home/jasonhideki/songscape/www/recordings/recordings/2206150947580830016016.wav,720,60,25,1453
/home/jasonhideki/songscape/www/recordings/recordings/2206150947580830016016.wav,2100,60,25,1476
/home/jasonhideki/songscape/www/recordings/recordings/2206150947580830016016.wav,3120,60,25,1493
/home/jasonhideki/songscape/www/recordings/recordings/1506150945581675016011.wav,360,60,26,1507
/home/jasonhideki/songscape/www/recordings/recordings/1506150945581675016011.wav,960,60,26,1517
/home/jasonhideki/songscape/www/recordings/recordings/1506150945581675016011.wav,2280,60,26,1539
/home/jasonhideki/songscape/www/recordings/recordings/1506150945581675016011.wav,3360,60,26,1557
/home/jasonhideki/songscape/www/recordings/recordings/1506150945581675016011.wav,3480,60,26,1559
/home/jasonhideki/songscape/www/recordings/recordings/1506150945580830016016.wav,540,60,27,1570
/home/jasonhideki/songscape/www/recordings/recordings/1506150945580830016016.wav,1680,60,27,1589
/home/jasonhideki/songscape/www/recordings/recordings/1506150945580830016016.wav,2940,60,27,1610
/home/jasonhideki/songscape/www/recordings/recordings/1506150945580830016016.wav,3240,60,27,1615
/home/jasonhideki/songscape/www/recordings/recordings/1506150945580830016016.wav,3540,60,27,1620
/home/jasonhideki/songscape/www/recordings/recordings/2903150733580220016335.wav,120,60,28,1623
/home/jasonhideki/songscape/www/recordings/recordings/2903150733580220016335.wav,420,60,28,1628
/home/jasonhideki/songscape/www/recordings/recordings/2903150733580220016335.wav,1140,60,28,1640
/home/jasonhideki/songscape/www/recordings/recordings/2903150733580220016335.wav,2280,60,28,1659
/home/jasonhideki/songscape/www/recordings/recordings/2903150733580220016335.wav,3120,60,28,1673
/home/jasonhideki/songscape/www/recordings/recordings/3003150842580324016018.wav,60,60,29,1682
/home/jasonhideki/songscape/www/recordings/recordings/3003150842580324016018.wav,660,60,29,1692
/home/jasonhideki/songscape/www/recordings/recordings/3003150842580324016018.wav,1860,60,29,1712
/home/jasonhideki/songscape/www/recordings/recordings/3003150842580324016018.wav,3120,60,29,1733
/home/jasonhideki/songscape/www/recordings/recordings/3003150842580324016018.wav,3420,60,29,1738
/home/jasonhideki/songscape/www/recordings/recordings/2206150947580744016009.wav,540,60,30,1750
/home/jasonhideki/songscape/www/recordings/recordings/2206150947580744016009.wav,1140,60,30,1760
/home/jasonhideki/songscape/www/recordings/recordings/2206150947580744016009.wav,1260,60,30,1762
/home/jasonhideki/songscape/www/recordings/recordings/2206150947580744016009.wav,2220,60,30,1778
/home/jasonhideki/songscape/www/recordings/recordings/2206150947580744016009.wav,3420,60,30,1798
/home/jasonhideki/songscape/www/recordings/recordings/2306150947580830016016.wav,240,60,31,1805
/home/jasonhideki/songscape/www/recordings/recordings/2306150947580830016016.wav,900,60,31,1816
/home/jasonhideki/songscape/www/recordings/recordings/2306150947580830016016.wav,1560,60,31,1827
/home/jasonhideki/songscape/www/recordings/recordings/2306150947580830016016.wav,3180,60,31,1854
/home/jasonhideki/songscape/www/recordings/recordings/2306150947580830016016.wav,3480,60,31,1859
/home/jasonhideki/songscape/www/recordings/recordings/2306150947580744016009.wav,180,60,32,1864
/home/jasonhideki/songscape/www/recordings/recordings/2306150947580744016009.wav,1320,60,32,1883
/home/jasonhideki/songscape/www/recordings/recordings/2306150947580744016009.wav,1740,60,32,1890
/home/jasonhideki/songscape/www/recordings/recordings/2306150947580744016009.wav,1860,60,32,1892
/home/jasonhideki/songscape/www/recordings/recordings/2306150947580744016009.wav,2700,60,32,1906
/home/jasonhideki/songscape/www/recordings/recordings/3003150734580220016335.wav,420,60,33,1928
/home/jasonhideki/songscape/www/recordings/recordings/3003150734580220016335.wav,1140,60,33,1940
/home/jasonhideki/songscape/www/recordings/recordings/3003150734580220016335.wav,2460,60,33,1962
/home/jasonhideki/songscape/www/recordings/recordings/3003150734580220016335.wav,2520,60,33,1963
/home/jasonhideki/songscape/www/recordings/recordings/3003150734580220016335.wav,3540,60,33,1980
/home/jasonhideki/songscape/www/recordings/recordings/2206150947581675016011.wav,1320,60,34,2003
/home/jasonhideki/songscape/www/recordings/recordings/2206150947581675016011.wav,1560,60,34,2007
/home/jasonhideki/songscape/www/recordings/recordings/2206150947581675016011.wav,2520,60,34,2023
/home/jasonhideki/songscape/www/recordings/recordings/2206150947581675016011.wav,3000,60,34,2031
/home/jasonhideki/songscape/www/recordings/recordings/2206150947581675016011.wav,3480,60,34,2039
/home/jasonhideki/songscape/www/recordings/recordings/2703150838580324016018.wav,300,60,35,2046
/home/jasonhideki/songscape/www/recordings/recordings/2703150838580324016018.wav,900,60,35,2056
/home/jasonhideki/songscape/www/recordings/recordings/2703150838580324016018.wav,2340,60,35,2080
/home/jasonhideki/songscape/www/recordings/recordings/2703150838580324016018.wav,3180,60,35,2094
/home/jasonhideki/songscape/www/recordings/recordings/2703150838580324016018.wav,3360,60,35,2097
/home/jasonhideki/songscape/www/recordings/recordings/2509150807580830016122.wav,540,60,36,2110
/home/jasonhideki/songscape/www/recordings/recordings/2509150807580830016122.wav,660,60,36,2112
/home/jasonhideki/songscape/www/recordings/recordings/2509150807580830016122.wav,720,60,36,2113
/home/jasonhideki/songscape/www/recordings/recordings/2509150807580830016122.wav,2040,60,36,2135
/home/jasonhideki/songscape/www/recordings/recordings/2509150807580830016122.wav,2640,60,36,2145
/home/jasonhideki/songscape/www/recordings/recordings/0204150737580220016335.wav,300,60,37,2166
/home/jasonhideki/songscape/www/recordings/recordings/0204150737580220016335.wav,480,60,37,2169
/home/jasonhideki/songscape/www/recordings/recordings/0204150737580220016335.wav,1500,60,37,2186
/home/jasonhideki/songscape/www/recordings/recordings/0204150737580220016335.wav,1800,60,37,2191
/home/jasonhideki/songscape/www/recordings/recordings/0204150737580220016335.wav,3420,60,37,2218
/home/jasonhideki/songscape/www/recordings/recordings/1709150821580830016122.wav,480,60,38,2229
/home/jasonhideki/songscape/www/recordings/recordings/1709150821580830016122.wav,1860,60,38,2252
/home/jasonhideki/songscape/www/recordings/recordings/1709150821580830016122.wav,1920,60,38,2253
/home/jasonhideki/songscape/www/recordings/recordings/1709150821580830016122.wav,1980,60,38,2254
/home/jasonhideki/songscape/www/recordings/recordings/1709150821580830016122.wav,2100,60,38,2256
/home/jasonhideki/songscape/www/recordings/recordings/0404150847580324016018.wav,720,60,39,2293
/home/jasonhideki/songscape/www/recordings/recordings/0404150847580324016018.wav,1080,60,39,2299
/home/jasonhideki/songscape/www/recordings/recordings/0404150847580324016018.wav,1140,60,39,2300
/home/jasonhideki/songscape/www/recordings/recordings/0404150847580324016018.wav,1200,60,39,2301
/home/jasonhideki/songscape/www/recordings/recordings/0404150847580324016018.wav,1320,60,39,2303
